,index,province,date,case,death,recovered,population,area (km^2),north border (latitude),south border (latitude),east border (longitude),west border (longitude)
786,8,JAWA_BARAT,9/3/2020,0,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
787,9,JAWA_BARAT,10/3/2020,0,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
788,10,JAWA_BARAT,11/3/2020,1,1,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
789,11,JAWA_BARAT,12/3/2020,1,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
790,12,JAWA_BARAT,13-03-2020,4,0,4,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
791,13,JAWA_BARAT,14-03-2020,0,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
792,14,JAWA_BARAT,15-03-2020,0,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
793,15,JAWA_BARAT,16-03-2020,0,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
794,16,JAWA_BARAT,17-03-2020,11,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
795,17,JAWA_BARAT,18-03-2020,5,1,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
796,18,JAWA_BARAT,19-03-2020,7,1,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
797,19,JAWA_BARAT,20-03-2020,16,2,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
798,20,JAWA_BARAT,21-03-2020,5,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
799,21,JAWA_BARAT,22-03-2020,3,3,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
800,22,JAWA_BARAT,23-03-2020,8,2,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
801,23,JAWA_BARAT,24-03-2020,1,0,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
802,24,JAWA_BARAT,25-03-2020,4,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
803,25,JAWA_BARAT,26-03-2020,7,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
804,26,JAWA_BARAT,27-03-2020,26,3,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
805,27,JAWA_BARAT,28-03-2020,22,2,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
806,28,JAWA_BARAT,29-03-2020,31,2,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
807,29,JAWA_BARAT,30-03-2020,25,0,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
808,30,JAWA_BARAT,31-03-2020,9,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
809,31,JAWA_BARAT,1/4/2020,24,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
810,32,JAWA_BARAT,2/4/2020,20,4,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
811,33,JAWA_BARAT,3/4/2020,2,1,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
812,34,JAWA_BARAT,4/4/2020,22,2,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
813,35,JAWA_BARAT,5/4/2020,10,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
814,36,JAWA_BARAT,6/4/2020,15,1,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
815,37,JAWA_BARAT,7/4/2020,79,0,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
816,38,JAWA_BARAT,8/4/2020,23,5,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
817,39,JAWA_BARAT,9/4/2020,18,6,2,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
818,40,JAWA_BARAT,10/4/2020,10,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
819,41,JAWA_BARAT,11/4/2020,35,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
820,42,JAWA_BARAT,12/4/2020,32,4,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
821,43,JAWA_BARAT,13-04-2020,71,9,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
822,44,JAWA_BARAT,14-04-2020,3,0,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
823,45,JAWA_BARAT,15-04-2020,30,1,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
824,46,JAWA_BARAT,16-04-2020,13,1,5,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
825,47,JAWA_BARAT,17-04-2020,59,3,15,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
826,48,JAWA_BARAT,18-04-2020,9,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
827,49,JAWA_BARAT,19-04-2020,50,1,5,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
828,50,JAWA_BARAT,20-04-2020,26,3,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
829,51,JAWA_BARAT,21-04-2020,10,5,19,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
830,52,JAWA_BARAT,22-04-2020,6,3,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
831,53,JAWA_BARAT,23-04-2020,25,3,9,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
832,54,JAWA_BARAT,24-04-2020,72,2,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
833,55,JAWA_BARAT,25-04-2020,44,0,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
834,56,JAWA_BARAT,26-04-2020,11,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
835,57,JAWA_BARAT,27-04-2020,37,1,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
836,58,JAWA_BARAT,28-04-2020,18,1,7,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
837,59,JAWA_BARAT,29-04-2020,37,0,4,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
838,60,JAWA_BARAT,30-04-2020,4,4,36,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
839,61,JAWA_BARAT,1/5/2020,4,0,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
840,62,JAWA_BARAT,2/5/2020,34,1,2,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
841,63,JAWA_BARAT,3/5/2020,13,1,5,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
842,64,JAWA_BARAT,4/5/2020,186,1,7,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
843,65,JAWA_BARAT,5/5/2020,52,1,8,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
844,66,JAWA_BARAT,6/5/2020,19,3,10,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
845,67,JAWA_BARAT,7/5/2020,54,0,7,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
846,68,JAWA_BARAT,8/5/2020,30,2,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
847,69,JAWA_BARAT,9/5/2020,30,3,18,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
848,70,JAWA_BARAT,10/5/2020,0,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
849,71,JAWA_BARAT,11/5/2020,55,3,11,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
850,72,JAWA_BARAT,12/5/2020,54,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
851,73,JAWA_BARAT,13-05-2020,8,0,24,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
852,74,JAWA_BARAT,14-05-2020,10,1,5,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
853,75,JAWA_BARAT,15-05-2020,32,1,16,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
854,76,JAWA_BARAT,16-05-2020,23,0,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
855,77,JAWA_BARAT,17-05-2020,32,10,58,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
856,78,JAWA_BARAT,18-05-2020,22,13,77,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
857,79,JAWA_BARAT,19-05-2020,21,1,14,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
858,80,JAWA_BARAT,20-05-2020,164,0,1,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
859,81,JAWA_BARAT,21-05-2020,83,0,10,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
860,82,JAWA_BARAT,22-05-2020,39,1,10,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
861,83,JAWA_BARAT,23-05-2020,57,2,39,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
862,84,JAWA_BARAT,24-05-2020,47,1,8,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
863,85,JAWA_BARAT,25-05-2020,21,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
864,86,JAWA_BARAT,26-05-2020,16,9,26,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
865,87,JAWA_BARAT,27-05-2020,23,5,36,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
866,88,JAWA_BARAT,28-05-2020,25,0,46,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
867,89,JAWA_BARAT,29-05-2020,40,0,6,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
868,90,JAWA_BARAT,30-05-2020,21,2,25,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
869,91,JAWA_BARAT,31-05-2020,37,0,3,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
870,92,JAWA_BARAT,1/6/2020,41,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
871,93,JAWA_BARAT,2/6/2020,18,7,29,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
872,94,JAWA_BARAT,3/6/2020,4,3,52,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
873,95,JAWA_BARAT,4/6/2020,8,1,18,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
874,96,JAWA_BARAT,5/6/2020,15,3,43,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
875,97,JAWA_BARAT,6/6/2020,13,0,15,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
876,98,JAWA_BARAT,7/6/2020,35,0,99,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
877,99,JAWA_BARAT,8/6/2020,23,3,74,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
878,100,JAWA_BARAT,9/6/2020,29,0,11,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
879,101,JAWA_BARAT,10/6/2020,52,0,33,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
880,102,JAWA_BARAT,11/6/2020,47,0,21,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
881,103,JAWA_BARAT,12/6/2020,17,0,41,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
882,104,JAWA_BARAT,13-06-2020,11,0,35,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
883,105,JAWA_BARAT,14-06-2020,17,0,42,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
884,106,JAWA_BARAT,15-06-2020,24,1,7,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
885,107,JAWA_BARAT,16-06-2020,39,0,9,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
886,108,JAWA_BARAT,17-06-2020,45,7,27,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
887,109,JAWA_BARAT,18-06-2020,52,2,53,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
888,110,JAWA_BARAT,19-06-2020,62,0,30,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
889,111,JAWA_BARAT,20-06-2020,17,0,0,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
890,112,JAWA_BARAT,21-06-2020,22,0,2,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
891,113,JAWA_BARAT,22-06-2020,19,0,24,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
892,114,JAWA_BARAT,23-06-2020,32,0,30,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
893,115,JAWA_BARAT,24-06-2020,46,0,9,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
894,116,JAWA_BARAT,25-06-2020,37,2,62,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
895,117,JAWA_BARAT,26-06-2020,34,2,110,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
896,118,JAWA_BARAT,27-06-2020,46,0,15,49.023.200,35.378,-4.0387936,-8.0207481,109.0697907,106.0509508
897,0,JAWA_TENGAH,18-03-2020,1,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
898,1,JAWA_TENGAH,19-03-2020,1,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
899,2,JAWA_TENGAH,20-03-2020,2,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
900,3,JAWA_TENGAH,21-03-2020,1,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
901,4,JAWA_TENGAH,22-03-2020,0,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
902,5,JAWA_TENGAH,23-03-2020,3,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
903,6,JAWA_TENGAH,24-03-2020,1,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
904,7,JAWA_TENGAH,25-03-2020,18,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
905,8,JAWA_TENGAH,26-03-2020,2,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
906,9,JAWA_TENGAH,27-03-2020,4,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
907,10,JAWA_TENGAH,28-03-2020,12,1,2,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
908,11,JAWA_TENGAH,29-03-2020,7,2,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
909,12,JAWA_TENGAH,30-03-2020,14,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
910,13,JAWA_TENGAH,31-03-2020,12,2,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
911,14,JAWA_TENGAH,1/4/2020,8,7,15,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
912,15,JAWA_TENGAH,2/4/2020,0,2,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
913,16,JAWA_TENGAH,3/4/2020,13,1,4,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
914,17,JAWA_TENGAH,4/4/2020,8,1,3,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
915,18,JAWA_TENGAH,5/4/2020,0,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
916,19,JAWA_TENGAH,6/4/2020,12,4,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
917,20,JAWA_TENGAH,7/4/2020,1,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
918,21,JAWA_TENGAH,8/4/2020,7,2,2,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
919,22,JAWA_TENGAH,9/4/2020,4,1,3,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
920,23,JAWA_TENGAH,10/4/2020,0,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
921,24,JAWA_TENGAH,11/4/2020,0,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
922,25,JAWA_TENGAH,12/4/2020,56,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
923,26,JAWA_TENGAH,13-04-2020,3,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
924,27,JAWA_TENGAH,14-04-2020,75,1,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
925,28,JAWA_TENGAH,15-04-2020,13,2,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
926,29,JAWA_TENGAH,16-04-2020,8,2,2,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
927,30,JAWA_TENGAH,17-04-2020,5,4,16,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
928,31,JAWA_TENGAH,18-04-2020,24,0,5,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
929,32,JAWA_TENGAH,19-04-2020,21,2,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
930,33,JAWA_TENGAH,20-04-2020,3,1,2,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
931,34,JAWA_TENGAH,21-04-2020,99,1,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
932,35,JAWA_TENGAH,22-04-2020,30,1,7,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
933,36,JAWA_TENGAH,23-04-2020,59,1,4,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
934,37,JAWA_TENGAH,24-04-2020,37,3,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
935,38,JAWA_TENGAH,25-04-2020,46,1,8,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
936,39,JAWA_TENGAH,26-04-2020,28,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
937,40,JAWA_TENGAH,27-04-2020,17,1,10,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
938,41,JAWA_TENGAH,28-04-2020,16,0,13,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
939,42,JAWA_TENGAH,29-04-2020,29,2,4,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
940,43,JAWA_TENGAH,30-04-2020,15,1,5,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
941,44,JAWA_TENGAH,1/5/2020,22,1,6,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
942,45,JAWA_TENGAH,2/5/2020,19,0,7,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
943,46,JAWA_TENGAH,3/5/2020,9,1,8,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
944,47,JAWA_TENGAH,4/5/2020,22,0,6,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
945,48,JAWA_TENGAH,5/5/2020,49,0,15,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
946,49,JAWA_TENGAH,6/5/2020,44,1,25,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
947,50,JAWA_TENGAH,7/5/2020,13,1,13,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
948,51,JAWA_TENGAH,8/5/2020,28,0,30,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
949,52,JAWA_TENGAH,9/5/2020,26,2,11,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
950,53,JAWA_TENGAH,10/5/2020,19,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
951,54,JAWA_TENGAH,11/5/2020,2,0,3,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
952,55,JAWA_TENGAH,12/5/2020,9,1,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
953,56,JAWA_TENGAH,13-05-2020,32,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
954,57,JAWA_TENGAH,14-05-2020,46,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
955,58,JAWA_TENGAH,15-05-2020,43,0,5,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
956,59,JAWA_TENGAH,16-05-2020,31,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
957,60,JAWA_TENGAH,17-05-2020,17,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
958,61,JAWA_TENGAH,18-05-2020,8,0,5,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
959,62,JAWA_TENGAH,19-05-2020,10,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
960,63,JAWA_TENGAH,20-05-2020,17,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
961,64,JAWA_TENGAH,21-05-2020,25,0,2,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
962,65,JAWA_TENGAH,22-05-2020,17,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
963,66,JAWA_TENGAH,23-05-2020,54,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
964,67,JAWA_TENGAH,24-05-2020,21,0,4,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
965,68,JAWA_TENGAH,25-05-2020,2,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
966,69,JAWA_TENGAH,26-05-2020,4,0,15,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
967,70,JAWA_TENGAH,27-05-2020,11,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
968,71,JAWA_TENGAH,28-05-2020,10,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
969,72,JAWA_TENGAH,29-05-2020,14,0,59,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
970,73,JAWA_TENGAH,30-05-2020,16,0,20,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
971,74,JAWA_TENGAH,31-05-2020,37,0,6,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
972,75,JAWA_TENGAH,1/6/2020,14,0,9,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
973,76,JAWA_TENGAH,2/6/2020,15,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
974,77,JAWA_TENGAH,3/6/2020,22,1,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
975,78,JAWA_TENGAH,4/6/2020,24,0,1,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
976,79,JAWA_TENGAH,5/6/2020,58,6,35,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
977,80,JAWA_TENGAH,6/6/2020,27,0,2,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
978,81,JAWA_TENGAH,7/6/2020,51,22,10,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
979,82,JAWA_TENGAH,8/6/2020,27,0,10,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
980,83,JAWA_TENGAH,9/6/2020,32,5,81,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
981,84,JAWA_TENGAH,10/6/2020,139,0,117,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
982,85,JAWA_TENGAH,11/6/2020,19,0,5,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
983,86,JAWA_TENGAH,12/6/2020,44,0,47,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
984,87,JAWA_TENGAH,13-06-2020,70,0,28,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
985,88,JAWA_TENGAH,14-06-2020,113,1,25,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
986,89,JAWA_TENGAH,15-06-2020,116,17,40,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
987,90,JAWA_TENGAH,16-06-2020,56,0,19,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
988,91,JAWA_TENGAH,17-06-2020,115,0,64,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
989,92,JAWA_TENGAH,18-06-2020,45,9,21,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
990,93,JAWA_TENGAH,19-06-2020,80,13,20,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
991,94,JAWA_TENGAH,20-06-2020,98,0,24,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
992,95,JAWA_TENGAH,21-06-2020,99,0,28,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
993,96,JAWA_TENGAH,22-06-2020,49,1,26,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
994,97,JAWA_TENGAH,23-06-2020,49,4,44,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
995,98,JAWA_TENGAH,24-06-2020,76,2,12,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
996,99,JAWA_TENGAH,25-06-2020,78,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
997,100,JAWA_TENGAH,26-06-2020,178,0,0,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
998,101,JAWA_TENGAH,27-06-2020,197,0,18,34.552.500,32.801,-4.0387936,-8.4411879,111.8689695,108.5558548
999,0,JAWA_TIMUR,18-03-2020,2,0,0,39.744.800,47.8,-4.8926893,-9.0301357,116.4841801,110.8815987
1000,1,JAWA_TIMUR,19-03-2020,0,0,1,39.744.800,47.8,-4.8926893,-9.0301357,116.4841801,110.8815987
1001,2,JAWA_TIMUR,20-03-2020,0,0,0,39.744.800,47.8,-4.8926893,-9.0301357,116.4841801,110.8815987
1002,3,JAWA_TIMUR,21-03-2020,0,0,0,39.744.800,47.8,-4.8926893,-9.0301357,116.4841801,110.8815987
1003,4,JAWA_TIMUR,22-03-2020,0,0,0,39.744.800,47.8,-4.8926893,-9.0301357,116.4841801,110.8815987
1004,5,JAWA_TIMUR,23-03-2020,0,0,0,39.744.800,47.8,-4.8926893,-9.0301357,116.4841801,110.8815987
