,index,province,date,case,death,recovered,population,area (km^2),north border (latitude),south border (latitude),east border (longitude),west border (longitude)
2750,67,SULAWESI_TENGAH,1/6/2020,0,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2751,68,SULAWESI_TENGAH,2/6/2020,0,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2752,69,SULAWESI_TENGAH,3/6/2020,1,0,3,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2753,70,SULAWESI_TENGAH,4/6/2020,0,0,6,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2754,71,SULAWESI_TENGAH,5/6/2020,7,0,8,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2755,72,SULAWESI_TENGAH,6/6/2020,3,0,9,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2756,73,SULAWESI_TENGAH,7/6/2020,20,0,7,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2757,74,SULAWESI_TENGAH,8/6/2020,0,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2758,75,SULAWESI_TENGAH,9/6/2020,0,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2759,76,SULAWESI_TENGAH,10/6/2020,0,0,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2760,77,SULAWESI_TENGAH,11/6/2020,0,0,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2761,78,SULAWESI_TENGAH,12/6/2020,0,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2762,79,SULAWESI_TENGAH,13-06-2020,9,0,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2763,80,SULAWESI_TENGAH,14-06-2020,2,0,18,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2764,81,SULAWESI_TENGAH,15-06-2020,1,0,6,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2765,82,SULAWESI_TENGAH,16-06-2020,1,0,4,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2766,83,SULAWESI_TENGAH,17-06-2020,0,0,4,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2767,84,SULAWESI_TENGAH,18-06-2020,0,0,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2768,85,SULAWESI_TENGAH,19-06-2020,1,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2769,86,SULAWESI_TENGAH,20-06-2020,0,0,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2770,87,SULAWESI_TENGAH,21-06-2020,0,0,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2771,88,SULAWESI_TENGAH,22-06-2020,3,0,0,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2772,89,SULAWESI_TENGAH,23-06-2020,3,0,8,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2773,90,SULAWESI_TENGAH,24-06-2020,1,1,1,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2774,91,SULAWESI_TENGAH,25-06-2020,1,0,4,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2775,92,SULAWESI_TENGAH,26-06-2020,2,0,2,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2776,93,SULAWESI_TENGAH,27-06-2020,1,0,5,3.042.100,61.841,1.583554,-3.3853339,124.9619235,118.8772126
2777,0,SULAWESI_TENGGARA,10/3/2020,1,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2778,1,SULAWESI_TENGGARA,11/3/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2779,2,SULAWESI_TENGGARA,12/3/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2780,3,SULAWESI_TENGGARA,13-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2781,4,SULAWESI_TENGGARA,14-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2782,5,SULAWESI_TENGGARA,15-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2783,6,SULAWESI_TENGGARA,16-03-2020,2,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2784,7,SULAWESI_TENGGARA,17-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2785,8,SULAWESI_TENGGARA,18-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2786,9,SULAWESI_TENGGARA,19-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2787,10,SULAWESI_TENGGARA,20-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2788,11,SULAWESI_TENGGARA,21-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2789,12,SULAWESI_TENGGARA,22-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2790,13,SULAWESI_TENGGARA,23-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2791,14,SULAWESI_TENGGARA,24-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2792,15,SULAWESI_TENGGARA,25-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2793,16,SULAWESI_TENGGARA,26-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2794,17,SULAWESI_TENGGARA,27-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2795,18,SULAWESI_TENGGARA,28-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2796,19,SULAWESI_TENGGARA,29-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2797,20,SULAWESI_TENGGARA,30-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2798,21,SULAWESI_TENGGARA,31-03-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2799,22,SULAWESI_TENGGARA,1/4/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2800,23,SULAWESI_TENGGARA,2/4/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2801,24,SULAWESI_TENGGARA,3/4/2020,2,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2802,25,SULAWESI_TENGGARA,4/4/2020,0,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2803,26,SULAWESI_TENGGARA,5/4/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2804,27,SULAWESI_TENGGARA,6/4/2020,1,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2805,28,SULAWESI_TENGGARA,7/4/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2806,29,SULAWESI_TENGGARA,8/4/2020,4,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2807,30,SULAWESI_TENGGARA,9/4/2020,5,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2808,31,SULAWESI_TENGGARA,10/4/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2809,32,SULAWESI_TENGGARA,11/4/2020,1,1,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2810,33,SULAWESI_TENGGARA,12/4/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2811,34,SULAWESI_TENGGARA,13-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2812,35,SULAWESI_TENGGARA,14-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2813,36,SULAWESI_TENGGARA,15-04-2020,8,0,3,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2814,37,SULAWESI_TENGGARA,16-04-2020,3,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2815,38,SULAWESI_TENGGARA,17-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2816,39,SULAWESI_TENGGARA,18-04-2020,0,1,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2817,40,SULAWESI_TENGGARA,19-04-2020,9,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2818,41,SULAWESI_TENGGARA,20-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2819,42,SULAWESI_TENGGARA,21-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2820,43,SULAWESI_TENGGARA,22-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2821,44,SULAWESI_TENGGARA,23-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2822,45,SULAWESI_TENGGARA,24-04-2020,5,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2823,46,SULAWESI_TENGGARA,25-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2824,47,SULAWESI_TENGGARA,26-04-2020,4,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2825,48,SULAWESI_TENGGARA,27-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2826,49,SULAWESI_TENGGARA,28-04-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2827,50,SULAWESI_TENGGARA,29-04-2020,8,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2828,51,SULAWESI_TENGGARA,30-04-2020,9,0,4,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2829,52,SULAWESI_TENGGARA,1/5/2020,0,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2830,53,SULAWESI_TENGGARA,2/5/2020,2,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2831,54,SULAWESI_TENGGARA,3/5/2020,0,1,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2832,55,SULAWESI_TENGGARA,4/5/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2833,56,SULAWESI_TENGGARA,5/5/2020,5,0,4,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2834,57,SULAWESI_TENGGARA,6/5/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2835,58,SULAWESI_TENGGARA,7/5/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2836,59,SULAWESI_TENGGARA,8/5/2020,1,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2837,60,SULAWESI_TENGGARA,9/5/2020,1,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2838,61,SULAWESI_TENGGARA,10/5/2020,5,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2839,62,SULAWESI_TENGGARA,11/5/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2840,63,SULAWESI_TENGGARA,12/5/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2841,64,SULAWESI_TENGGARA,13-05-2020,90,1,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2842,65,SULAWESI_TENGGARA,14-05-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2843,66,SULAWESI_TENGGARA,15-05-2020,17,0,2,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2844,67,SULAWESI_TENGGARA,16-05-2020,6,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2845,68,SULAWESI_TENGGARA,17-05-2020,2,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2846,69,SULAWESI_TENGGARA,18-05-2020,0,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2847,70,SULAWESI_TENGGARA,19-05-2020,11,0,5,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2848,71,SULAWESI_TENGGARA,20-05-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2849,72,SULAWESI_TENGGARA,21-05-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2850,73,SULAWESI_TENGGARA,22-05-2020,9,0,5,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2851,74,SULAWESI_TENGGARA,23-05-2020,4,0,21,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2852,75,SULAWESI_TENGGARA,24-05-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2853,76,SULAWESI_TENGGARA,25-05-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2854,77,SULAWESI_TENGGARA,26-05-2020,0,0,49,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2855,78,SULAWESI_TENGGARA,27-05-2020,11,0,8,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2856,79,SULAWESI_TENGGARA,28-05-2020,14,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2857,80,SULAWESI_TENGGARA,29-05-2020,1,0,3,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2858,81,SULAWESI_TENGGARA,30-05-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2859,82,SULAWESI_TENGGARA,31-05-2020,3,0,9,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2860,83,SULAWESI_TENGGARA,1/6/2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2861,84,SULAWESI_TENGGARA,2/6/2020,0,0,3,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2862,85,SULAWESI_TENGGARA,3/6/2020,7,0,7,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2863,86,SULAWESI_TENGGARA,4/6/2020,1,1,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2864,87,SULAWESI_TENGGARA,5/6/2020,5,0,10,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2865,88,SULAWESI_TENGGARA,6/6/2020,0,0,3,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2866,89,SULAWESI_TENGGARA,7/6/2020,2,0,10,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2867,90,SULAWESI_TENGGARA,8/6/2020,0,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2868,91,SULAWESI_TENGGARA,9/6/2020,4,0,17,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2869,92,SULAWESI_TENGGARA,10/6/2020,3,0,2,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2870,93,SULAWESI_TENGGARA,11/6/2020,6,0,4,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2871,94,SULAWESI_TENGGARA,12/6/2020,5,0,2,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2872,95,SULAWESI_TENGGARA,13-06-2020,2,0,10,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2873,96,SULAWESI_TENGGARA,14-06-2020,4,0,7,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2874,97,SULAWESI_TENGGARA,15-06-2020,3,0,2,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2875,98,SULAWESI_TENGGARA,16-06-2020,5,0,4,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2876,99,SULAWESI_TENGGARA,17-06-2020,1,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2877,100,SULAWESI_TENGGARA,18-06-2020,34,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2878,101,SULAWESI_TENGGARA,19-06-2020,3,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2879,102,SULAWESI_TENGGARA,20-06-2020,3,0,10,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2880,103,SULAWESI_TENGGARA,21-06-2020,0,0,3,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2881,104,SULAWESI_TENGGARA,22-06-2020,2,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2882,105,SULAWESI_TENGGARA,23-06-2020,2,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2883,106,SULAWESI_TENGGARA,24-06-2020,1,0,1,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2884,107,SULAWESI_TENGGARA,25-06-2020,0,0,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2885,108,SULAWESI_TENGGARA,26-06-2020,3,0,2,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2886,109,SULAWESI_TENGGARA,27-06-2020,3,1,0,2.663.700,38.068,-2.7702794,-6.9467061,125.5961913,120.6398645
2887,0,SULAWESI_UTARA,1/4/2020,1,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2888,1,SULAWESI_UTARA,2/4/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2889,2,SULAWESI_UTARA,3/4/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2890,3,SULAWESI_UTARA,4/4/2020,0,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2891,4,SULAWESI_UTARA,5/4/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2892,5,SULAWESI_UTARA,6/4/2020,2,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2893,6,SULAWESI_UTARA,7/4/2020,3,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2894,7,SULAWESI_UTARA,8/4/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2895,8,SULAWESI_UTARA,9/4/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2896,9,SULAWESI_UTARA,10/4/2020,5,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2897,10,SULAWESI_UTARA,11/4/2020,0,0,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2898,11,SULAWESI_UTARA,12/4/2020,4,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2899,12,SULAWESI_UTARA,13-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2900,13,SULAWESI_UTARA,14-04-2020,0,0,2,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2901,14,SULAWESI_UTARA,15-04-2020,1,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2902,15,SULAWESI_UTARA,16-04-2020,0,0,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2903,16,SULAWESI_UTARA,17-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2904,17,SULAWESI_UTARA,18-04-2020,2,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2905,18,SULAWESI_UTARA,19-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2906,19,SULAWESI_UTARA,20-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2907,20,SULAWESI_UTARA,21-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2908,21,SULAWESI_UTARA,22-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2909,22,SULAWESI_UTARA,23-04-2020,11,0,2,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2910,23,SULAWESI_UTARA,24-04-2020,5,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2911,24,SULAWESI_UTARA,25-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2912,25,SULAWESI_UTARA,26-04-2020,4,0,6,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2913,26,SULAWESI_UTARA,27-04-2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2914,27,SULAWESI_UTARA,28-04-2020,3,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2915,28,SULAWESI_UTARA,29-04-2020,1,0,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2916,29,SULAWESI_UTARA,30-04-2020,1,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2917,30,SULAWESI_UTARA,1/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2918,31,SULAWESI_UTARA,2/5/2020,0,0,3,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2919,32,SULAWESI_UTARA,3/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2920,33,SULAWESI_UTARA,4/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2921,34,SULAWESI_UTARA,5/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2922,35,SULAWESI_UTARA,6/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2923,36,SULAWESI_UTARA,7/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2924,37,SULAWESI_UTARA,8/5/2020,2,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2925,38,SULAWESI_UTARA,9/5/2020,6,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2926,39,SULAWESI_UTARA,10/5/2020,18,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2927,40,SULAWESI_UTARA,11/5/2020,0,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2928,41,SULAWESI_UTARA,12/5/2020,3,0,9,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2929,42,SULAWESI_UTARA,13-05-2020,8,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2930,43,SULAWESI_UTARA,14-05-2020,1,1,4,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2931,44,SULAWESI_UTARA,15-05-2020,22,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2932,45,SULAWESI_UTARA,16-05-2020,9,0,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2933,46,SULAWESI_UTARA,17-05-2020,0,4,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2934,47,SULAWESI_UTARA,18-05-2020,2,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2935,48,SULAWESI_UTARA,19-05-2020,10,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2936,49,SULAWESI_UTARA,20-05-2020,24,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2937,50,SULAWESI_UTARA,21-05-2020,30,4,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2938,51,SULAWESI_UTARA,22-05-2020,18,4,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2939,52,SULAWESI_UTARA,23-05-2020,3,2,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2940,53,SULAWESI_UTARA,24-05-2020,29,1,2,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2941,54,SULAWESI_UTARA,25-05-2020,9,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2942,55,SULAWESI_UTARA,26-05-2020,26,5,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2943,56,SULAWESI_UTARA,27-05-2020,16,2,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2944,57,SULAWESI_UTARA,28-05-2020,16,0,2,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2945,58,SULAWESI_UTARA,29-05-2020,9,1,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2946,59,SULAWESI_UTARA,30-05-2020,16,0,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2947,60,SULAWESI_UTARA,31-05-2020,17,2,11,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2948,61,SULAWESI_UTARA,1/6/2020,0,1,1,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2949,62,SULAWESI_UTARA,2/6/2020,15,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2950,63,SULAWESI_UTARA,3/6/2020,23,4,4,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2951,64,SULAWESI_UTARA,4/6/2020,4,1,6,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2952,65,SULAWESI_UTARA,5/6/2020,10,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2953,66,SULAWESI_UTARA,6/6/2020,79,1,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2954,67,SULAWESI_UTARA,7/6/2020,25,5,2,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2955,68,SULAWESI_UTARA,8/6/2020,15,3,9,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2956,69,SULAWESI_UTARA,9/6/2020,17,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2957,70,SULAWESI_UTARA,10/6/2020,18,0,7,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2958,71,SULAWESI_UTARA,11/6/2020,34,3,18,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
2959,72,SULAWESI_UTARA,12/6/2020,56,0,0,2.512.900,13.852,5.7639518,-0.5534119,127.805486,123.1123245
