,province,date,confirmed,confirmed (cumulative),deaths,deaths (cumulative),recovered,recovered (cumulative),population,area ($km^2$),north border (latitude),south border (latitude),east border (longitude),west border (longitude),capital,capital coordinate (latitude),capital coordinate (longitude)
0,SUMATERA_UTARA,01-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
1,SUMATERA_UTARA,02-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
2,SUMATERA_UTARA,03-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
3,SUMATERA_UTARA,04-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
4,SUMATERA_UTARA,05-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
5,SUMATERA_UTARA,06-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
6,SUMATERA_UTARA,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
7,SUMATERA_UTARA,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
8,SUMATERA_UTARA,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
9,SUMATERA_UTARA,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
10,SUMATERA_UTARA,11-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
11,SUMATERA_UTARA,12-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
12,SUMATERA_UTARA,13-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
13,SUMATERA_UTARA,14-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
14,SUMATERA_UTARA,15-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
15,SUMATERA_UTARA,16-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,14.639.400,72.981,4.4392389,-1.0336376,100.6603006,96.7203878,Medan,3.5896654,98.6738261
